Date,portfolio_value
2022-01-27,8501.689978363847
2022-01-28,8831.175688434449
2022-01-31,9282.775694020578
2022-02-01,9408.678934871497
2022-02-02,9230.478157287314
2022-02-03,8898.72530968919
2022-02-04,9129.624077785027
2022-02-07,9185.571182612703
2022-02-08,9424.635188599235
2022-02-09,9807.962582419295
2022-02-10,9657.487670079588
2022-02-11,9395.9044914108
2022-02-14,9384.044251513014
2022-02-15,9752.460673177886
2022-02-16,9536.677215646696
2022-02-17,9146.331481943722
2022-02-18,8917.854297388883
2022-02-22,8714.7214514379
2022-02-23,8472.50767138217
2022-02-24,8760.773602579291
2022-02-25,8991.692531804056
2022-02-28,9087.339936295348
2022-03-01,8830.859990251933
2022-03-02,8902.141737405009
2022-03-03,8690.742289633194
2022-03-04,8489.356638766192
2022-03-07,8045.928431005068
2022-03-08,8192.2828659978
2022-03-09,8482.78531704194
2022-03-10,8271.552792410343
2022-03-11,8040.858696229766
2022-03-14,7757.436857959159
2022-03-15,8023.5909707579285
2022-03-16,8599.261009816153
2022-03-17,8795.334454507543
2022-03-18,9085.349635973158
2022-03-21,8911.679713339654
2022-03-22,9203.202505566815
2022-03-23,9013.66682169297
2022-03-24,9216.428475762184
2022-03-25,9022.83629284726
2022-03-28,9200.443924565358
2022-03-29,9475.788922720265
2022-03-30,9130.638264842411
2022-03-31,8863.48890577984
2022-04-01,8796.340469844856
2022-04-04,9057.603003211125
2022-04-05,8734.812593284103
2022-04-06,8444.022308870608
2022-04-07,8460.03523423919
2022-04-08,8357.725651664661
2022-04-11,8314.022133329307
2022-04-12,8251.141928638475
2022-04-13,8477.502510570816
2022-04-14,8203.037042847338
2022-04-18,8132.990885407111
2022-04-19,8403.906725478133
2022-04-20,8224.998251186575
2022-04-21,7974.053428647422
2022-04-22,7653.009189625764
2022-04-25,7768.371336251149
2022-04-26,7413.349110687255
2022-04-27,7343.973095248198
