Date,drawdown
2023-02-08,-0.3119132205643113
2023-02-09,-0.3287538764704468
2023-02-10,-0.3476034890869546
2023-02-13,-0.3325762271850192
2023-02-14,-0.3284282675176151
2023-02-15,-0.31576376556697255
2023-02-16,-0.3436545479885414
2023-02-17,-0.34784312670685263
2023-02-21,-0.3697332425700709
2023-02-22,-0.3668286754967269
2023-02-23,-0.37162864672688367
2023-02-24,-0.38071908566108426
2023-02-27,-0.3776538278552733
2023-02-28,-0.37242709587845213
2023-03-01,-0.3691380770453255
2023-03-02,-0.36247268238313535
2023-03-03,-0.3477264670431441
2023-03-06,-0.3500426596757516
2023-03-07,-0.3558648044741377
2023-03-08,-0.3550292010963401
2023-03-09,-0.37290608351480303
2023-03-10,-0.3948803410575147
2023-03-13,-0.39771021592410577
2023-03-14,-0.39394838784737335
2023-03-15,-0.3950515109957164
2023-03-16,-0.3829515944924617
2023-03-17,-0.389664340696424
2023-03-20,-0.3866571799178808
2023-03-21,-0.3678644076144182
2023-03-22,-0.37638786058903656
2023-03-23,-0.3730635403291406
2023-03-24,-0.37608016851502596
2023-03-27,-0.37398085925733826
2023-03-28,-0.37295839137371
2023-03-29,-0.36117268533007113
2023-03-30,-0.3624937932756315
2023-03-31,-0.3480045109484925
2023-04-03,-0.34724321222304383
2023-04-04,-0.3559184379848009
2023-04-05,-0.37293770659852876
2023-04-06,-0.373803631252805
2023-04-10,-0.3624291733375632
2023-04-11,-0.3583903520557645
2023-04-12,-0.3693662826224561
2023-04-13,-0.3591246181224722
2023-04-14,-0.36115890067714823
2023-04-17,-0.3607923840611246
2023-04-18,-0.3594552102955113
2023-04-19,-0.3587547859119682
2023-04-20,-0.36111795707635586
2023-04-21,-0.35812680712488654
2023-04-24,-0.3600359907608293
2023-04-25,-0.3792456724750238
2023-04-26,-0.38200622132506035
2023-04-27,-0.37077347133768074
2023-04-28,-0.35881116902319815
2023-05-01,-0.3645992793746797
2023-05-02,-0.3776111000359428
2023-05-03,-0.38211957313620204
2023-05-04,-0.38267611910592314
2023-05-05,-0.36671856283340726
2023-05-08,-0.3595169235723832
2023-05-09,-0.36822621919262605
2023-05-10,-0.3611962337868219
2023-05-11,-0.360526800587437
2023-05-12,-0.3659823920781426
2023-05-15,-0.3496793715910614
2023-05-16,-0.3608795838283983
2023-05-17,-0.34739725019798495
2023-05-18,-0.3353785274835946
2023-05-19,-0.350423145420213
2023-05-22,-0.3485673771751773
2023-05-23,-0.35278048805175666
2023-05-24,-0.3582735573708444
2023-05-25,-0.3452758712725854
2023-05-26,-0.33117385608779476
2023-05-30,-0.32286757568085683
2023-05-31,-0.33761482030972245
2023-06-01,-0.314888841052692
2023-06-02,-0.3010972189359127
2023-06-05,-0.298524584831329
2023-06-06,-0.2848814366454172
2023-06-07,-0.2921768976301084
2023-06-08,-0.2819281993973479
2023-06-09,-0.2852968209882719
2023-06-12,-0.2762327229051165
2023-06-13,-0.2638761557155548
2023-06-14,-0.2572896338537691
2023-06-15,-0.25070344731604177
2023-06-16,-0.2574846715865544
2023-06-20,-0.26065574024132165
2023-06-21,-0.2678601619290746
2023-06-22,-0.2665370368727576
2023-06-23,-0.2755695714175385
2023-06-26,-0.2769319688657264
2023-06-27,-0.25838218319002115
2023-06-28,-0.25632376689785946
2023-06-29,-0.2596759394921173
2023-06-30,-0.25176074109997365
2023-07-03,-0.24521055440821102
2023-07-05,-0.2575126400646288
2023-07-06,-0.2788520475397903
2023-07-07,-0.26814110633791627
2023-07-10,-0.25152014928475336
2023-07-11,-0.22910896553086876
2023-07-12,-0.22442381222371607
2023-07-13,-0.212172011905675
2023-07-14,-0.22257650256387446
2023-07-17,-0.20933809876335693
2023-07-18,-0.198788442848647
2023-07-19,-0.1937037214321808
2023-07-20,-0.20901955268018316
2023-07-21,-0.20834681230827348
2023-07-24,-0.21162902802334924
2023-07-25,-0.20970354395594804
2023-07-26,-0.2070145996781526
2023-07-27,-0.20839154263737034
2023-07-28,-0.18450127022797477
2023-07-31,-0.1725368668841361
2023-08-01,-0.18229864055763148
2023-08-02,-0.20404609799683993
2023-08-03,-0.2016218421577111
2023-08-04,-0.20502230314107384
2023-08-07,-0.1991357067443245
2023-08-08,-0.20875420108673567
2023-08-09,-0.22541059922380932
2023-08-10,-0.23141875854476618
2023-08-11,-0.23503773434267353
2023-08-14,-0.22260308177510096
2023-08-15,-0.23735516612209046
2023-08-16,-0.249248446809619
2023-08-17,-0.26124704921310304
2023-08-18,-0.26388250800683927
2023-08-21,-0.2532794482535195
2023-08-22,-0.26555722915952845
2023-08-23,-0.2522480536599916
2023-08-24,-0.26645218090659795
2023-08-25,-0.26494276122630445
2023-08-28,-0.2629528833952333
2023-08-29,-0.23997799585337154
2023-08-30,-0.23047248192701186
2023-08-31,-0.23523792723452372
2023-09-01,-0.22822382230611463
2023-09-05,-0.23210798785400663
2023-09-06,-0.23814065038113108
2023-09-07,-0.24999562763394345
2023-09-08,-0.25572929064277444
2023-09-11,-0.2525467404553694
2023-09-12,-0.2564320459834052
2023-09-13,-0.2543237430810486
2023-09-14,-0.24866890000676506
2023-09-15,-0.2604184657404986
2023-09-18,-0.27236160738235526
2023-09-19,-0.27349603014220875
2023-09-20,-0.283842955941938
2023-09-21,-0.2986272876132522
2023-09-22,-0.29760394922595756
2023-09-25,-0.2923537507861661
2023-09-26,-0.30562008611925007
2023-09-27,-0.2994052130334384
2023-09-28,-0.2908297888657393
2023-09-29,-0.2835952655076073
2023-10-02,-0.2810025928018521
2023-10-03,-0.3035977330568804
2023-10-04,-0.29402392226190704
2023-10-05,-0.2969999459689324
2023-10-06,-0.2866134320108453
2023-10-09,-0.2867028588708795
2023-10-10,-0.2787156593378414
2023-10-11,-0.27597413816814526
2023-10-12,-0.2887442189011888
2023-10-13,-0.3089724610998021
2023-10-16,-0.29564976599780496
2023-10-17,-0.2911732270675547
2023-10-18,-0.3151460281199265
2023-10-19,-0.33114421235222097
2023-10-20,-0.3348475172764269
2023-10-23,-0.3369349469358923
2023-10-24,-0.3282852474613256
2023-10-25,-0.3494625838900484
2023-10-26,-0.357475278893566
2023-10-27,-0.3564565119264618
2023-10-30,-0.347041275872521
2023-10-31,-0.3402183698737771
2023-11-01,-0.33281169303039637
2023-11-02,-0.31724962615307384
2023-11-03,-0.29620515112212176
2023-11-06,-0.3051320669414255
2023-11-07,-0.29640402266907107
2023-11-08,-0.2925583839308472
2023-11-09,-0.29795452114498544
2023-11-10,-0.2845480619992592
2023-11-13,-0.2904470383448261
2023-11-14,-0.25607908957397824
2023-11-15,-0.2479402592071659
2023-11-16,-0.2563324851830882
2023-11-17,-0.24774568795893173
2023-11-20,-0.23647728967401052
2023-11-21,-0.24523814587354684
2023-11-22,-0.24400065174355165
2023-11-27,-0.24536691531017335
2023-11-28,-0.24020447493305297
2023-11-29,-0.23876480813819834
2023-11-30,-0.2486242844349478
2023-12-01,-0.22663496134600675
2023-12-04,-0.2272742139244368
2023-12-05,-0.2359372217377391
2023-12-06,-0.24248717528787775
2023-12-07,-0.2341719513351653
2023-12-08,-0.2233385891662251
2023-12-11,-0.20992874616206242
2023-12-12,-0.2080668242958419
2023-12-13,-0.18972394329346515
2023-12-14,-0.16399218202541183
2023-12-15,-0.1623055472147104
2023-12-18,-0.15536377471928117
2023-12-19,-0.13674544534996577
2023-12-20,-0.16224628765716867
2023-12-21,-0.13921381923741483
2023-12-22,-0.1426388516655309
2023-12-26,-0.14542423491921416
2023-12-27,-0.14467970336504032
2023-12-28,-0.14862303474213212
2023-12-29,-0.16223344878927864
2024-01-02,-0.17999549230729822
2024-01-03,-0.20403463756636508
2024-01-04,-0.20620364262916677
2024-01-05,-0.2065326904372811
2024-01-08,-0.18807481180052382
2024-01-09,-0.1924041965786584
2024-01-10,-0.19230830286290254
2024-01-11,-0.19553512600405235
2024-01-12,-0.2104062275522558
2024-01-16,-0.21262278575090557
2024-01-17,-0.2196157327505147
2024-01-18,-0.21530870640273123
2024-01-19,-0.2019510579363176
2024-01-22,-0.18779852231395908
2024-01-23,-0.18873029735630106
2024-01-24,-0.19381633495631173
2024-01-25,-0.18528929054390272
2024-01-26,-0.18458679950672624
2024-01-29,-0.18077054225633898
2024-01-30,-0.19787119712709333
2024-01-31,-0.21718232699573312
2024-02-01,-0.20537518359295387
2024-02-02,-0.19790829282420178
2024-02-05,-0.20737391538328326
2024-02-06,-0.2018066711167461
2024-02-07,-0.19825967746426026
2024-02-08,-0.19072172640523655
2024-02-09,-0.1748308888159338
2024-02-12,-0.16724469663221816
2024-02-13,-0.19540925543278545
2024-02-14,-0.18156119626097003
2024-02-15,-0.17904698370603184
2024-02-16,-0.18850447965011302
2024-02-20,-0.2016460103522114
2024-02-21,-0.21089458522099502
2024-02-22,-0.18596181835769585
2024-02-23,-0.18275057155838983
2024-02-26,-0.17758675168069438
2024-02-27,-0.16206366221345941
2024-02-28,-0.15461641677129448
2024-02-29,-0.12965166645463064
2024-03-01,-0.11879351686158005
2024-03-04,-0.1210938679533692
2024-03-05,-0.13699299797550718
2024-03-06,-0.13410946392582743
2024-03-07,-0.12837865162503273
2024-03-08,-0.12611760433202912
2024-03-11,-0.1268494803264208
2024-03-12,-0.1153887208798574
2024-03-13,-0.11211322159759986
2024-03-14,-0.1269193172855305
2024-03-15,-0.13400824122929503
2024-03-18,-0.13627474013902616
2024-03-19,-0.13151584286256815
2024-03-20,-0.10743486041329207
2024-03-21,-0.09453520667838576
2024-03-22,-0.09366566978010062
2024-03-25,-0.09880658268576545
2024-03-26,-0.0974405239462012
2024-03-27,-0.0829364095691253
2024-03-28,-0.07781898263664795
2024-04-01,-0.08307717311345764
2024-04-02,-0.10057080890177643
2024-04-03,-0.09643654552329997
2024-04-04,-0.10283138898348029
2024-04-05,-0.09268620914981644
2024-04-08,-0.08681626974207429
2024-04-09,-0.07551285265404598
2024-04-10,-0.09955109472142912
2024-04-11,-0.08431766254438222
2024-04-12,-0.10684860528726682
2024-04-15,-0.12846317563742807
2024-04-16,-0.1277878071088066
2024-04-17,-0.14108430639135247
2024-04-18,-0.14313117832563632
2024-04-19,-0.15546272963807295
2024-04-22,-0.14600904698817221
2024-04-23,-0.12443666716956744
2024-04-24,-0.14236330711685866
2024-04-25,-0.14071925303330846
2024-04-26,-0.1241219661611808
2024-04-29,-0.12092358720024933
2024-04-30,-0.14323591301552782
2024-05-01,-0.1537658467527655
2024-05-02,-0.1366241247215726
2024-05-03,-0.11736500145704735
2024-05-06,-0.09097937034865472
2024-05-07,-0.08884566140068342
2024-05-08,-0.09250810237600206
2024-05-09,-0.0891129139601296
2024-05-10,-0.09919078616739156
2024-05-13,-0.09816695094432967
2024-05-14,-0.08841876650989117
2024-05-15,-0.08044644350099456
2024-05-16,-0.08952402146424432
2024-05-17,-0.10068683820004151
2024-05-20,-0.09557609923678043
2024-05-21,-0.10215014346055183
2024-05-22,-0.11686345000685136
2024-05-23,-0.12083407037189256
2024-05-24,-0.11750577179634539
2024-05-28,-0.10625256212641306
2024-05-29,-0.09787913908287389
2024-05-30,-0.10311122813127428
2024-05-31,-0.0985149723467127
2024-06-03,-0.09032749022369835
2024-06-04,-0.10268255730101848
2024-06-05,-0.08307657974773279
2024-06-06,-0.07996341384366647
2024-06-07,-0.09474201323749906
2024-06-10,-0.08444299582750664
2024-06-11,-0.08776428108258398
2024-06-12,-0.07525252991684236
2024-06-13,-0.08142457839605088
2024-06-14,-0.09404788615269064
2024-06-17,-0.08047699194966473
2024-06-18,-0.07603022913924556
2024-06-20,-0.08762198907147573
2024-06-21,-0.09325358457546683
2024-06-24,-0.09420725201867355
2024-06-25,-0.08805009194612147
2024-06-26,-0.08369359539955998
2024-06-27,-0.08315509871219216
2024-06-28,-0.07746149819996521
2024-07-01,-0.09344670262613852
2024-07-02,-0.08961950409505148
2024-07-03,-0.08333877387588487
2024-07-05,-0.09024386683097138
2024-07-08,-0.08555530425617923
2024-07-09,-0.08515027876603737
